Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Bench Press (Dumbbell)",1,27.5,12.0,0,0.0,"","",
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Bench Press (Dumbbell)",2,27.5,12.0,0,0.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Bench Press (Dumbbell)",3,27.5,12.0,0,0.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Bench Press (Dumbbell)",4,27.5,12.0,0,0.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Bench Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Overhead Press (Dumbbell)",1,15.0,20.0,0,0.0,"",,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Overhead Press (Dumbbell)",2,15.0,20.0,0,0.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Overhead Press (Dumbbell)",3,15.0,20.0,0,0.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Overhead Press (Dumbbell)",4,15.0,20.0,0,0.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Lateral Raise (Dumbbell)",1,10.0,12.0,0,0.0,"",,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Lateral Raise (Dumbbell)",2,10.0,12.0,0,0.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Lateral Raise (Dumbbell)",3,10.0,12.0,0,0.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Lateral Raise (Dumbbell)",4,10.0,12.0,0,0.0,,,
2026-01-06 10:08:45,"Shoulders Chest Triceps Core (Push)",1h 3m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Lat Pulldown (Cable)",1,90.0,10.0,0,0.0,"","",
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Lat Pulldown (Cable)",2,90.0,10.0,0,0.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Lat Pulldown (Cable)",3,90.0,10.0,0,0.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Lat Pulldown (Cable)",4,90.0,10.0,0,0.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Bicep Curl (Dumbbell)",1,20.0,12.0,0,0.0,"",,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Bicep Curl (Dumbbell)",2,20.0,12.0,0,0.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Bicep Curl (Dumbbell)",3,20.0,12.0,0,0.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Bicep Curl (Dumbbell)",4,20.0,12.0,0,0.0,,,
2026-01-07 09:46:27,"Back and Biceps (Pull)",21m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-08 10:06:52,"Legs",23m,"Squat (Dumbbell)",1,10.0,12.0,0,0.0,"","",
2026-01-08 10:06:52,"Legs",23m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-08 10:06:52,"Legs",23m,"Squat (Dumbbell)",2,10.0,12.0,0,0.0,,,
2026-01-08 10:06:52,"Legs",23m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-08 10:06:52,"Legs",23m,"Squat (Dumbbell)",3,10.0,12.0,0,0.0,,,
2026-01-08 10:06:52,"Legs",23m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-08 10:06:52,"Legs",23m,"Squat (Dumbbell)",4,10.0,12.0,0,0.0,,,
2026-01-08 10:06:52,"Legs",23m,"Squat (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-08 10:06:52,"Legs",23m,"Lunge (Dumbbell)",1,10.0,10.0,0,0.0,"",,
2026-01-08 10:06:52,"Legs",23m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-08 10:06:52,"Legs",23m,"Lunge (Dumbbell)",2,10.0,10.0,0,0.0,,,
2026-01-08 10:06:52,"Legs",23m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-08 10:06:52,"Legs",23m,"Lunge (Dumbbell)",3,10.0,10.0,0,0.0,,,
2026-01-08 10:06:52,"Legs",23m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-08 10:06:52,"Legs",23m,"Lunge (Dumbbell)",4,10.0,10.0,0,0.0,,,
2026-01-08 10:06:52,"Legs",23m,"Lunge (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-08 10:06:52,"Legs",23m,"Seated Leg Press (Machine)",1,140.0,12.0,0,0.0,"",,
2026-01-08 10:06:52,"Legs",23m,"Seated Leg Press (Machine)",Rest Timer,0,0.0,0,90.0,,,
2026-01-08 10:06:52,"Legs",23m,"Seated Leg Press (Machine)",2,140.0,12.0,0,0.0,,,
2026-01-08 10:06:52,"Legs",23m,"Seated Leg Press (Machine)",Rest Timer,0,0.0,0,90.0,,,
2026-01-08 10:06:52,"Legs",23m,"Seated Leg Press (Machine)",3,140.0,12.0,0,0.0,,,
2026-01-08 10:06:52,"Legs",23m,"Seated Leg Press (Machine)",Rest Timer,0,0.0,0,90.0,,,
2026-01-08 10:06:52,"Legs",23m,"Seated Leg Press (Machine)",4,140.0,12.0,0,0.0,,,
2026-01-08 10:06:52,"Legs",23m,"Seated Leg Press (Machine)",Rest Timer,0,0.0,0,90.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Bench Press (Barbell)",1,85.0,14.0,0,0.0,"If unavailable, do db 40 x 12","",
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Bench Press (Barbell)",2,85.0,14.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Bench Press (Barbell)",3,85.0,14.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Bench Press (Barbell)",4,85.0,14.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Bench Press (Barbell)",5,85.0,14.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Overhead Press (Dumbbell)",1,32.5,12.0,0,0.0,"",,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Overhead Press (Dumbbell)",2,32.5,12.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Overhead Press (Dumbbell)",3,32.5,12.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Overhead Press (Dumbbell)",4,32.5,12.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Overhead Press (Dumbbell)",5,32.5,12.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Lateral Raise (Dumbbell)",1,12.5,15.0,0,0.0,"",,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Lateral Raise (Dumbbell)",2,12.5,15.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Lateral Raise (Dumbbell)",3,12.5,15.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Lateral Raise (Dumbbell)",4,12.5,13.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Lateral Raise (Dumbbell)",5,12.5,12.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,105.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Triceps Pushdown (Cable - Straight Bar)",1,50.0,12.0,0,0.0,"",,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,120.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Triceps Pushdown (Cable - Straight Bar)",2,50.0,12.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,120.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Triceps Pushdown (Cable - Straight Bar)",3,50.0,12.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,120.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Triceps Pushdown (Cable - Straight Bar)",4,50.0,12.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,120.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Triceps Pushdown (Cable - Straight Bar)",5,50.0,12.0,0,0.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,120.0,,,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Push Up",1,0,15.0,0,0.0,"",,
2026-01-09 12:54:57,"Shoulders Chest Triceps Core (Push)",58m,"Push Up",Rest Timer,0,0.0,0,90.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Lat Pulldown (Cable)",1,100.0,12.0,0,0.0,"","",
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Lat Pulldown (Cable)",2,100.0,12.0,0,0.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Lat Pulldown (Cable)",3,100.0,10.0,0,0.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Lat Pulldown (Cable)",4,100.0,10.0,0,0.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,90.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Lat Pulldown (Cable)",5,100.0,8.0,0,0.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,120.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Bicep Curl (Dumbbell)",1,30.0,12.0,0,0.0,"",,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Bicep Curl (Dumbbell)",2,30.0,12.0,0,0.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Bicep Curl (Dumbbell)",3,30.0,12.0,0,0.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Bicep Curl (Dumbbell)",4,30.0,12.0,0,0.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Bicep Curl (Dumbbell)",5,30.0,12.0,0,0.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Bicep Curl (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Deadlift (Barbell)",1,70.0,10.0,0,0.0,"",,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Deadlift (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Deadlift (Barbell)",2,70.0,10.0,0,0.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Deadlift (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Deadlift (Barbell)",3,70.0,10.0,0,0.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Deadlift (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Deadlift (Barbell)",4,70.0,10.0,0,0.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Deadlift (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Deadlift (Barbell)",5,70.0,10.0,0,0.0,,,
2026-01-10 11:00:38,"Back and Biceps (Pull)",50m,"Deadlift (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Bench Press (Barbell)",1,95.0,12.0,0,0.0,"If unavailable, do db 40 x 12","",
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Bench Press (Barbell)",2,95.0,12.0,0,0.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Bench Press (Barbell)",3,95.0,12.0,0,0.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Bench Press (Barbell)",4,95.0,12.0,0,0.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Bench Press (Barbell)",5,95.0,12.0,0,0.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Overhead Press (Dumbbell)",1,35.0,12.0,0,0.0,"",,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Overhead Press (Dumbbell)",2,35.0,12.0,0,0.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Overhead Press (Dumbbell)",3,35.0,12.0,0,0.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Overhead Press (Dumbbell)",4,35.0,12.0,0,0.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Overhead Press (Dumbbell)",5,35.0,12.0,0,0.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Lateral Raise (Dumbbell)",1,12.5,15.0,0,0.0,"",,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Lateral Raise (Dumbbell)",2,12.5,15.0,0,0.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Lateral Raise (Dumbbell)",3,12.5,15.0,0,0.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Lateral Raise (Dumbbell)",4,12.5,13.0,0,0.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Lateral Raise (Dumbbell)",5,12.5,12.0,0,0.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,105.0,,,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Triceps Extension (Dumbbell)",1,15.0,12.0,0,0.0,"",,
2026-01-11 14:43:11,"Shoulders Chest Triceps Core (Push)",45m,"Triceps Extension (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Bench Press (Barbell)",1,100.0,10.0,0,0.0,"If unavailable, do db 40 x 12","",
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Bench Press (Barbell)",2,100.0,10.0,0,0.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Bench Press (Barbell)",3,100.0,10.0,0,0.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Bench Press (Barbell)",4,100.0,10.0,0,0.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Bench Press (Barbell)",5,100.0,10.0,0,0.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Overhead Press (Dumbbell)",1,35.0,14.0,0,0.0,"",,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Overhead Press (Dumbbell)",2,35.0,14.0,0,0.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Overhead Press (Dumbbell)",3,35.0,14.0,0,0.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Overhead Press (Dumbbell)",4,35.0,14.0,0,0.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Overhead Press (Dumbbell)",5,35.0,14.0,0,0.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Overhead Press (Dumbbell)",Rest Timer,0,0.0,0,135.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Lateral Raise (Dumbbell)",1,15.0,10.0,0,0.0,"",,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Lateral Raise (Dumbbell)",2,15.0,10.0,0,0.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Lateral Raise (Dumbbell)",3,15.0,10.0,0,0.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Lateral Raise (Dumbbell)",4,15.0,10.0,0,0.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Lateral Raise (Dumbbell)",5,15.0,10.0,0,0.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,90.0,,,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Triceps Pushdown (Cable - Straight Bar)",1,60.0,12.0,0,0.0,"",,
2026-01-13 11:07:28,"Shoulders Chest Triceps Core (Push)",55m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,120.0,,,
